Fold,Station,Horizont,Modell,MAE,RMSE,MASE,MAPE %
2016-10-01,Tiantan,8 h,Chronos-2,25.86840565999349,30.002238818344484,0.4545540391547095,17.24543422421165
2016-10-01,Tiantan,8 h,TFT,37.70769755045573,42.95822855682444,0.656674903314869,25.287645220584647
2016-10-01,Tiantan,24 h,Seasonal Naive,123.72,128.53933250176772,2.154568544775381,81.1250693599179
2016-10-01,Tiantan,24 h,Prophet (Pers.),105.92273715600678,108.99412027118981,1.844631406828667,69.74512614954936
2016-10-01,Tiantan,24 h,Prophet (PP),101.02805973124407,104.87109097756598,1.7593912030118557,66.38425175456332
2016-10-01,Tiantan,24 h,Chronos-2,24.138641357421875,31.232265533186926,0.42415899429365117,14.684551630117223
2016-10-01,Tiantan,24 h,TFT,42.05002655029297,49.238084817036295,0.7322960274186134,26.384201249718238
2016-10-01,Tiantan,48 h,Seasonal Naive,100.0,109.92446386088058,1.741487669556564,62.96683986434064
2016-10-01,Tiantan,48 h,Prophet (Pers.),117.19437961669719,120.5150907905509,2.0409256704380927,71.02849646997473
2016-10-01,Tiantan,48 h,Prophet (PP),104.00414640634305,108.48078860778784,1.8112193854940206,63.05549074892486
2016-10-01,Tiantan,48 h,Chronos-2,34.449668884277344,46.494742096570775,0.6053421437993068,21.74388449910696
2016-10-01,Tiantan,48 h,TFT,46.29644074731944,54.09575562464625,0.8062468070581288,28.49893955410186
2016-10-01,Tiantan,72 h,Seasonal Naive,98.375,108.54217050426888,1.71318849492627,74.49394693621339
2016-10-01,Tiantan,72 h,Prophet (Pers.),100.36408297512084,107.25371639333628,1.747828129675248,66.06548647713426
2016-10-01,Tiantan,72 h,Prophet (PP),80.41672666878162,92.29172247707127,1.400447379197837,50.65455151735462
2016-10-01,Tiantan,72 h,Chronos-2,60.57564979129367,78.88916346154704,1.0644222395830716,53.38843381324696
2016-10-01,Tiantan,72 h,TFT,50.69698270161947,58.18712504552078,0.8828817025859272,39.87024210825739
2016-10-01,Wanliu,8 h,Seasonal Naive,127.55555555555556,127.98958290944358,2.2017404611162954,86.58591300401066
2016-10-01,Wanliu,8 h,Prophet (Pers.),106.03865898669481,106.10012891655992,1.830336631882989,72.0177882669522
2016-10-01,Wanliu,8 h,Prophet (PP),108.96974535393646,109.0337608329616,1.8809302059666482,74.04612803097453
2016-10-01,Wanliu,8 h,Chronos-2,11.469334920247396,12.168050942902155,0.19981843346151168,7.767697327812123
2016-10-01,Wanliu,8 h,TFT,17.835888332790798,19.77136460859183,0.3078658301570715,12.06685931869198
2016-10-01,Wanliu,24 h,Seasonal Naive,140.8,142.0971498658576,2.4303532337339457,83.74294498310451
2016-10-01,Wanliu,24 h,Prophet (Pers.),125.21784793136443,126.99100991502367,2.161389216201683,73.86597649734088
2016-10-01,Wanliu,24 h,Prophet (PP),125.41640443271953,126.81052057409505,2.1648165062240357,74.23876436820868
2016-10-01,Wanliu,24 h,Chronos-2,30.227290954589844,36.08154414575706,0.5266190209223728,16.846305354831205
2016-10-01,Wanliu,24 h,TFT,40.12281921386719,46.54676929865812,0.6925612459015952,22.975520076553348
2016-10-01,Wanliu,48 h,Seasonal Naive,122.93877551020408,133.82169068562533,2.1220500753729836,67.47104366542594
2016-10-01,Wanliu,48 h,Prophet (Pers.),135.2197150937833,137.95451676466726,2.334031760246868,74.53808453279164
2016-10-01,Wanliu,48 h,Prophet (PP),127.47782551796422,131.4844215219767,2.2003987604897444,70.04878445391878
2016-10-01,Wanliu,48 h,Chronos-2,43.98007077586894,54.289050152289235,0.7662195678361952,22.48764720636133
2016-10-01,Wanliu,48 h,TFT,46.13641155009367,51.602901457276936,0.7963620525827436,25.472713537130158
2016-10-01,Wanliu,72 h,Seasonal Naive,110.04166666666667,123.46676340888938,1.8994326735000444,74.8145801577973
2016-10-01,Wanliu,72 h,Prophet (Pers.),120.71241975407786,127.95562755283284,2.083620878559464,69.7444242392866
2016-10-01,Wanliu,72 h,Prophet (PP),109.01208700853142,118.67284136240083,1.8816610665999332,62.07029076650213
2016-10-01,Wanliu,72 h,Chronos-2,44.162101321750214,53.300308484195156,0.7693908989354317,30.80656783896757
2016-10-01,Wanliu,72 h,TFT,53.79417747921414,65.2735545376247,0.9285429914251837,42.230333000457726
2016-10-01,Wanshouxigong,8 h,Seasonal Naive,121.11111111111111,123.4611949831471,2.0055660029393487,85.45315664775165
2016-10-01,Wanshouxigong,8 h,Prophet (Pers.),87.72752668279186,88.29566869460466,1.4527432159015206,62.21260319539576
2016-10-01,Wanshouxigong,8 h,Prophet (PP),87.39512341759207,88.03294043922308,1.4472387111386247,62.21342820631237
2016-10-01,Wanshouxigong,8 h,Chronos-2,15.413994683159721,18.175230676457716,0.257750370662741,10.699097354674239
2016-10-01,Wanshouxigong,8 h,TFT,26.338435702853733,30.753551340646933,0.43615710178552897,18.160691835946487
2016-10-01,Wanshouxigong,24 h,Seasonal Naive,129.24,131.60471116187293,2.14017812108159,81.60990426492556
2016-10-01,Wanshouxigong,24 h,Prophet (Pers.),100.05280632158663,101.78878701221514,1.656846386894719,62.93649400526423
2016-10-01,Wanshouxigong,24 h,Prophet (PP),93.3303232345253,95.09135095509434,1.5455239540390264,59.23763290123637
2016-10-01,Wanshouxigong,24 h,Chronos-2,17.375381774902344,21.612272050686634,0.2905483740552103,10.610007701813027
2016-10-01,Wanshouxigong,24 h,TFT,35.28121826171875,41.07717354733521,0.584247070634747,21.75221896702665
2016-10-01,Wanshouxigong,48 h,Seasonal Naive,103.93877551020408,113.7080938730612,1.7211969458290755,63.055567592077686
2016-10-01,Wanshouxigong,48 h,Prophet (Pers.),110.53465664693763,113.49937056901834,1.830422885925732,64.07587388343231
2016-10-01,Wanshouxigong,48 h,Prophet (PP),93.83864009343984,97.47200211125568,1.553941538533191,55.29900799098102
2016-10-01,Wanshouxigong,48 h,Chronos-2,33.047282316246815,45.719406824233545,0.5526114055115765,20.08623360140399
2016-10-01,Wanshouxigong,48 h,TFT,41.521646927814096,47.739830915237654,0.6875868175965826,24.67328065892162
2016-10-01,Wanshouxigong,72 h,Seasonal Naive,106.45833333333333,116.79819966268506,1.7629201161158379,79.41682102969403
2016-10-01,Wanshouxigong,72 h,Prophet (Pers.),92.35052515468183,100.19334438489335,1.5292987728756193,56.891532416637304
2016-10-01,Wanshouxigong,72 h,Prophet (PP),72.40174586985002,82.44367969979048,1.1989525877341562,46.33861317487956
2016-10-01,Wanshouxigong,72 h,Chronos-2,64.81201065911188,86.7307083482864,1.0837761472069727,58.220605491802665
2016-10-01,Wanshouxigong,72 h,TFT,48.93398814731174,56.07998698727401,0.8103331074755681,39.26781193500701
2016-10-16,Aotizhongxin,8 h,Seasonal Naive,94.66666666666667,104.24756858342334,1.646088214570112,74.01348414378413
2016-10-16,Aotizhongxin,8 h,Prophet (Pers.),36.4827895713273,39.824765523134225,0.6343720769155273,31.958251347127785
2016-10-16,Aotizhongxin,8 h,Prophet (PP),34.682350337269064,39.76271508198351,0.6030655789834896,30.89300854923537
2016-10-16,Aotizhongxin,8 h,Chronos-2,63.36543952094184,69.47078989397794,1.1115231263092886,55.747014688635446
2016-10-16,Aotizhongxin,8 h,TFT,38.091666327582466,42.22296430294802,0.6623476374841972,33.512566585707056
2016-10-16,Aotizhongxin,24 h,Seasonal Naive,79.72,88.03294837729791,1.3861917513964364,67.74895112570078
2016-10-16,Aotizhongxin,24 h,Prophet (Pers.),49.96872954339041,53.55660994987702,0.8688690506874963,49.77655581994583
2016-10-16,Aotizhongxin,24 h,Prophet (PP),36.94342635516717,41.74859760158356,0.6423817471381641,36.87580246197467
2016-10-16,Aotizhongxin,24 h,Chronos-2,72.48586181640626,77.5599162430469,1.2715087648491294,71.983155621756
2016-10-16,Aotizhongxin,24 h,TFT,51.27785400390625,55.83846015475903,0.8916324416648967,50.41562554405704
2016-10-16,Aotizhongxin,48 h,Seasonal Naive,62.96938775510204,72.82187521757513,1.0949278210813624,71.2504769032739
2016-10-16,Aotizhongxin,48 h,Prophet (Pers.),69.00628307199506,76.36052370461606,1.1998989010151415,120.90713718736683
2016-10-16,Aotizhongxin,48 h,Prophet (PP),28.333943875308922,33.82297274549665,0.49267786357856,37.599098474212
2016-10-16,Aotizhongxin,48 h,Chronos-2,49.05791963849749,58.6115580214996,0.8605481571510463,58.53285745951734
2016-10-16,Aotizhongxin,48 h,TFT,31.909905959148798,40.95163938125898,0.554857606979529,35.39076429170504
2016-10-16,Aotizhongxin,72 h,Seasonal Naive,60.3125,71.31748753130454,1.0487291771964071,62.30897850138359
2016-10-16,Aotizhongxin,72 h,Prophet (Pers.),63.2997381848966,72.61863868611722,1.1006720388542108,103.6706430797008
2016-10-16,Aotizhongxin,72 h,Prophet (PP),31.34925699212379,37.94181328064991,0.5451088993337815,40.48636665214553
2016-10-16,Aotizhongxin,72 h,Chronos-2,47.654661655426025,57.10730512753168,0.8359329455758694,58.091605887490374
2016-10-16,Aotizhongxin,72 h,TFT,38.295701609717476,45.80131626528557,0.6658954551596789,39.81814535438616
2016-10-16,Changping,8 h,Seasonal Naive,141.88888888888889,142.29976184878956,2.759982805111775,92.87125820606677
2016-10-16,Changping,8 h,Prophet (Pers.),18.066616351432394,21.476855316074193,0.35142674572321203,11.364287827091161
2016-10-16,Changping,8 h,Prophet (PP),16.304910798315913,20.371983566628938,0.31715854422873846,10.168714462085045
2016-10-16,Changping,8 h,Chronos-2,28.82736545138889,29.953166056054222,0.5659612227624591,18.60432880056349
2016-10-16,Changping,8 h,TFT,31.96271514892578,33.31219296781749,0.6217297556315483,21.20235449060867
2016-10-16,Changping,24 h,Seasonal Naive,123.16,126.24373251769768,2.395673720045494,83.39603284246932
2016-10-16,Changping,24 h,Prophet (Pers.),15.771659159344745,20.007578289802,0.3067858831565201,11.634905128184595
2016-10-16,Changping,24 h,Prophet (PP),12.462217237532695,16.09229184300165,0.24241154863149586,8.287789269040896
2016-10-16,Changping,24 h,Chronos-2,24.520053100585937,28.650925412569453,0.48139672209759415,16.167909235904244
2016-10-16,Changping,24 h,TFT,34.175234680175784,36.84173110699896,0.6647670639792506,24.69058055096784
2016-10-16,Changping,48 h,Seasonal Naive,71.0,91.594380898857,1.3810720536150543,66.64442342569016
2016-10-16,Changping,48 h,Prophet (Pers.),56.41798633953062,72.33608621422343,1.0974268204896005,204.56756165899355
2016-10-16,Changping,48 h,Prophet (PP),14.416895069560793,17.34463939240064,0.2804333926826912,36.4152490588154
2016-10-16,Changping,48 h,Chronos-2,17.5387050862215,22.205368452749504,0.34433347691819133,29.059008736521186
2016-10-16,Changping,48 h,TFT,22.916145889126526,28.22720301487932,0.4457584318878613,25.98177286952521
2016-10-16,Changping,72 h,Seasonal Naive,65.26388888888889,83.13041034096241,1.2694948317560915,59.086690509628426
2016-10-16,Changping,72 h,Prophet (Pers.),48.60577856936842,63.085017745042975,0.9454659496669892,149.17203617605418
2016-10-16,Changping,72 h,Prophet (PP),20.663938074431567,25.504588734228715,0.4019491182004157,34.81362946938954
2016-10-16,Changping,72 h,Chronos-2,21.817116896311443,29.484583986928893,0.42833057972673766,28.9304867895537
2016-10-16,Changping,72 h,TFT,31.10655505127377,38.01004483646292,0.6050759699373578,31.44961659143831
2016-10-16,Dingling,8 h,Seasonal Naive,145.77777777777777,145.98706183159595,2.8491151901714296,95.89349508944726
2016-10-16,Dingling,8 h,Prophet (Pers.),20.749777188856328,22.770757298271892,0.40553852776904625,13.952353309892384
2016-10-16,Dingling,8 h,Prophet (PP),26.81732678615724,29.71195368350081,0.524124144783602,17.999951571761414
2016-10-16,Dingling,8 h,Chronos-2,18.887408786349827,19.71993910363474,0.3705339553101021,12.61344315432197
2016-10-16,Dingling,8 h,TFT,17.70684814453125,21.77495843069938,0.34606680653032396,11.571575733738197
2016-10-16,Dingling,24 h,Seasonal Naive,118.04,123.17580931335503,2.307001534626921,84.38343071844865
2016-10-16,Dingling,24 h,Prophet (Pers.),47.521866195059964,53.91972737856621,0.9287785347368563,39.54933472662505
2016-10-16,Dingling,24 h,Prophet (PP),42.13524348858407,45.925724364244736,0.8235011130976144,31.90848778643597
2016-10-16,Dingling,24 h,Chronos-2,35.37415100097656,44.458602631866576,0.6939715359791165,30.73525210682967
2016-10-16,Dingling,24 h,TFT,59.339844970703126,77.03745584752879,1.1597518926799024,50.961028782168846
2016-10-16,Dingling,48 h,Seasonal Naive,69.18367346938776,89.30434091421564,1.352141993095606,96.61731879107597
2016-10-16,Dingling,48 h,Prophet (Pers.),100.87234300417997,116.69662349229307,1.9714728067778406,549.5022046260984
2016-10-16,Dingling,48 h,Prophet (PP),41.201315345717234,44.82016961532485,0.8052482017215974,136.1244180288629
2016-10-16,Dingling,48 h,Chronos-2,74.26700015943878,88.87792743580971,1.4569730358131903,353.66305085759944
2016-10-16,Dingling,48 h,TFT,41.46509082949891,59.572269983307834,0.8104034918425843,69.45394732863883
2016-10-16,Dingling,72 h,Seasonal Naive,62.25,81.16358652608803,1.216628647327396,77.40604201648017
2016-10-16,Dingling,72 h,Prophet (Pers.),93.46826810477862,106.46924998671415,1.826765824776726,398.6785814506307
2016-10-16,Dingling,72 h,Prophet (PP),45.036825138625574,52.73537807305474,0.8802103076036385,106.3636312325517
2016-10-16,Dingling,72 h,Chronos-2,85.40354283650716,96.12200543400984,1.675450183911777,273.6256233926317
2016-10-16,Dingling,72 h,TFT,49.53170912795596,69.72247224960698,0.9680593779302665,63.76642970862654
2016-10-16,Dongsi,8 h,Seasonal Naive,90.11111111111111,96.78096690752554,1.485516723526353,69.40660817442429
2016-10-16,Dongsi,8 h,Prophet (Pers.),38.40508241592606,40.52434274876073,0.633122724753877,31.716414370857244
2016-10-16,Dongsi,8 h,Prophet (PP),42.31750818884994,46.16609728775376,0.6976205857120835,35.29250287549351
2016-10-16,Dongsi,8 h,Chronos-2,73.15992906358507,77.4555582955924,1.2165489743210716,60.662550417943514
2016-10-16,Dongsi,8 h,TFT,39.385062323676216,42.24789478987319,0.6492780747848808,32.63912964126067
2016-10-16,Dongsi,24 h,Seasonal Naive,85.3,90.59012087418805,1.4062036851432567,70.36264867725558
2016-10-16,Dongsi,24 h,Prophet (Pers.),54.017011036621255,57.564683048241804,0.8904914417364687,50.063670466556395
2016-10-16,Dongsi,24 h,Prophet (PP),45.77130535961708,49.9863842455654,0.7545577757386968,42.23951923518241
2016-10-16,Dongsi,24 h,Chronos-2,78.118564453125,82.58664737044543,1.29900425926174,72.03607635174322
2016-10-16,Dongsi,24 h,TFT,48.9679345703125,53.044597691018986,0.8072554518948102,44.772948142112895
2016-10-16,Dongsi,48 h,Seasonal Naive,67.66326530612245,76.72416137551137,1.1154552523129573,72.68765127017514
2016-10-16,Dongsi,48 h,Prophet (Pers.),71.17580585379167,79.46297772351504,1.1733608497613461,126.53601987393948
2016-10-16,Dongsi,48 h,Prophet (PP),33.85885458893941,39.757099464189345,0.5581763903598624,42.40006904191269
2016-10-16,Dongsi,48 h,Chronos-2,48.138925435591716,60.75206306164333,0.8004841053452747,54.57554338624162
2016-10-16,Dongsi,48 h,TFT,32.239241969828704,40.02148903953388,0.5314764462391356,34.00951090843974
2016-10-16,Dongsi,72 h,Seasonal Naive,70.50694444444444,81.40930963006899,1.1623344092141692,67.50746177718564
2016-10-16,Dongsi,72 h,Prophet (Pers.),66.05082465824643,75.70647444251064,1.0888735409282204,109.27758476142841
2016-10-16,Dongsi,72 h,Prophet (PP),35.58880279005599,42.22738310434391,0.5866952594749514,44.36862312398103
2016-10-16,Dongsi,72 h,Chronos-2,46.44505336549547,57.356038063335134,0.7723173430768788,54.21793662173919
2016-10-16,Dongsi,72 h,TFT,35.565098683039345,41.13757137204988,0.5863044880489274,36.84460649967233
2016-10-16,Guanyuan,8 h,Seasonal Naive,86.22222222222223,91.1018965530112,1.52023529095279,71.89871757799017
2016-10-16,Guanyuan,8 h,Prophet (Pers.),37.21096238644216,42.06342538387942,0.6560886134944279,33.83469643946006
2016-10-16,Guanyuan,8 h,Prophet (PP),37.10359562876468,44.28651740607264,0.6541955663206285,34.340265424710076
2016-10-16,Guanyuan,8 h,Chronos-2,83.43941243489583,87.56681202541891,1.4850051194929579,73.51143506104222
2016-10-16,Guanyuan,8 h,TFT,52.60311381022135,54.799144752359894,0.9274767915653882,45.98331895319066
2016-10-16,Guanyuan,24 h,Seasonal Naive,80.32,86.61177749013122,1.416169699902001,68.94389221094656
2016-10-16,Guanyuan,24 h,Prophet (Pers.),53.24354939476394,59.09236345057569,0.9387686923319251,54.12452429006698
2016-10-16,Guanyuan,24 h,Prophet (PP),44.09100327948513,49.53567430985308,0.7773947072047634,44.50063719201625
2016-10-16,Guanyuan,24 h,Chronos-2,85.86672912597656,90.76780211914054,1.528205060716155,84.61759512594445
2016-10-16,Guanyuan,24 h,TFT,59.82028686523437,64.23574132333137,1.0547270629729903,58.48406360873605
2016-10-16,Guanyuan,48 h,Seasonal Naive,61.51020408163265,72.65967637850152,1.0845229986951763,64.40475652801734
2016-10-16,Guanyuan,48 h,Prophet (Pers.),70.72194609263929,80.62314808967825,1.246940701873736,123.99341284238068
2016-10-16,Guanyuan,48 h,Prophet (PP),33.40604683868959,39.54441140928436,0.5890018840445621,43.313205072695396
2016-10-16,Guanyuan,48 h,Chronos-2,57.290560508260924,68.75043275343478,1.019623379056873,72.6588919645505
2016-10-16,Guanyuan,48 h,TFT,38.36563340011908,47.58462133937465,0.6764473050149008,43.1436547395047
2016-10-16,Guanyuan,72 h,Seasonal Naive,63.236111111111114,77.86214670100541,1.1149534922210138,56.86506174316506
2016-10-16,Guanyuan,72 h,Prophet (Pers.),63.75106504192994,74.02244741212614,1.1240329513055638,100.26569217207238
2016-10-16,Guanyuan,72 h,Prophet (PP),32.169374784906935,39.221836720235366,0.5671973834060838,39.29671988995247
2016-10-16,Guanyuan,72 h,Chronos-2,52.25041993459066,63.45398067832161,0.9299219497628394,63.174732526693724
2016-10-16,Guanyuan,72 h,TFT,37.50637401474847,45.014214484568306,0.6612971916444043,38.420164413648386
2016-10-16,Gucheng,8 h,Seasonal Naive,106.11111111111111,110.68523940536164,1.862706013444785,73.60413450814232
2016-10-16,Gucheng,8 h,Prophet (Pers.),35.45308457306046,37.09310137175891,0.6223539942038285,25.101256844552083
2016-10-16,Gucheng,8 h,Prophet (PP),21.39380799740691,24.303405734632367,0.3755532704348449,15.52227969649564
2016-10-16,Gucheng,8 h,Chronos-2,58.21401129828559,59.512052420951875,1.030121835551899,40.960625806711434
2016-10-16,Gucheng,8 h,TFT,16.521097819010418,21.57478715399052,0.2900162662886095,10.533733909872037
2016-10-16,Gucheng,24 h,Seasonal Naive,83.48,92.53907282872463,1.4654327560432838,64.58601370527262
2016-10-16,Gucheng,24 h,Prophet (Pers.),77.10012254356212,86.0562616311238,1.3534384891026252,73.59897299847752
2016-10-16,Gucheng,24 h,Prophet (PP),43.961816353482426,51.20422290793537,0.77171880330082,43.17297519896955
2016-10-16,Gucheng,24 h,Chronos-2,79.94868347167969,84.85051322659073,1.414726158378127,74.61596783294306
2016-10-16,Gucheng,24 h,TFT,38.59491333007813,49.08909525241814,0.677506590926546,37.667064565020695
2016-10-16,Gucheng,48 h,Seasonal Naive,61.97959183673469,74.38654634168729,1.088008194582462,63.810412784074074
2016-10-16,Gucheng,48 h,Prophet (Pers.),101.76302718471611,112.0744395976861,1.7863784546071648,182.44636437155955
2016-10-16,Gucheng,48 h,Prophet (PP),32.32687548236441,40.21148748084449,0.5674755897507107,43.26892978093462
2016-10-16,Gucheng,48 h,Chronos-2,52.31535915452607,63.70069164839081,0.9257426622549947,61.083594442968604
2016-10-16,Gucheng,48 h,TFT,31.259826757469956,40.49741573049782,0.548744298977417,38.92983903362659
2016-10-16,Gucheng,72 h,Seasonal Naive,61.40277777777778,77.36929440061725,1.077882628984214,54.627121859375464
2016-10-16,Gucheng,72 h,Prophet (Pers.),89.04565159866732,100.09543595467986,1.5631338600371956,141.5888009749155
2016-10-16,Gucheng,72 h,Prophet (PP),30.66772655911873,37.24415837963305,0.5383503959404787,35.98217605162546
2016-10-16,Gucheng,72 h,Chronos-2,44.13084570566813,54.95773801752367,0.7809141952071477,48.627024566211915
2016-10-16,Gucheng,72 h,TFT,33.106409986813865,42.84570491408439,0.5811597703602723,34.069377112365046
2016-10-16,Huairou,8 h,Seasonal Naive,82.22222222222223,86.21420352174512,1.6387712926244304,76.43751807416545
2016-10-16,Huairou,8 h,Prophet (Pers.),7.336438590986925,8.912298957079873,0.14622257375284134,6.9238348498852185
2016-10-16,Huairou,8 h,Prophet (PP),7.254362216743764,7.837294690082739,0.14458670935660953,6.907480179587434
2016-10-16,Huairou,8 h,Chronos-2,17.137660556369358,18.187839270015665,0.3442277387363053,16.743049841319756
2016-10-16,Huairou,8 h,TFT,23.595027499728733,27.16014413126309,0.4702725451853445,22.228067523696517
2016-10-16,Huairou,24 h,Seasonal Naive,96.36,100.28539275487732,1.9205513727237986,76.31758763326289
2016-10-16,Huairou,24 h,Prophet (Pers.),19.07310177030982,23.69280788580052,0.3801460334897181,14.34059889833484
2016-10-16,Huairou,24 h,Prophet (PP),8.672236095310502,10.047888095612358,0.17284635676041366,6.97438537409064
2016-10-16,Huairou,24 h,Chronos-2,14.979078979492188,16.144115262190294,0.30087038242490854,12.751788560008254
2016-10-16,Huairou,24 h,TFT,25.65085693359375,29.52511977225846,0.5112472861701458,20.459437088400485
2016-10-16,Huairou,48 h,Seasonal Naive,60.61224489795919,74.28434064664047,1.2080627868684783,125.9569525239671
2016-10-16,Huairou,48 h,Prophet (Pers.),40.437747465905346,49.051946788601015,0.8059648340131053,210.58674528758553
2016-10-16,Huairou,48 h,Prophet (PP),12.596150342053258,14.339029000754255,0.25105390027465474,50.42140677945404
2016-10-16,Huairou,48 h,Chronos-2,14.760231173768336,16.565975750864666,0.2964745966031544,55.880241117492616
2016-10-16,Huairou,48 h,TFT,16.982467437277034,22.30340018896302,0.338477595982769,25.376673381189622
2016-10-16,Huairou,72 h,Seasonal Naive,55.65277777777778,69.34765477088769,1.109215636747651,98.22999746768214
2016-10-16,Huairou,72 h,Prophet (Pers.),38.96376068029291,46.04084119492745,0.7765868001350987,159.17122495357862
2016-10-16,Huairou,72 h,Prophet (PP),18.89633496642398,24.447866625086256,0.37662289393124004,49.527422345187766
2016-10-16,Huairou,72 h,Chronos-2,31.046654383341473,40.1984159755816,0.6236043477785699,63.88960301955807
2016-10-16,Huairou,72 h,TFT,28.13923810587989,35.68305563668793,0.5608432168083172,36.13992869595929
2016-10-16,Nongzhanguan,8 h,Seasonal Naive,97.55555555555556,107.72392698209829,1.6039359835985825,74.46219208771112
2016-10-16,Nongzhanguan,8 h,Prophet (Pers.),53.627250745964474,57.3159283596063,0.8816994243237438,44.41293840858993
2016-10-16,Nongzhanguan,8 h,Prophet (PP),57.77318622007754,61.446012892457034,0.9498638159336187,47.579349624164905
2016-10-16,Nongzhanguan,8 h,Chronos-2,81.62635972764757,86.00086907850604,1.3545153157770216,67.25324170197106
2016-10-16,Nongzhanguan,8 h,TFT,39.20201280381944,41.96146199017295,0.6445303766399149,32.291395993004954
2016-10-16,Nongzhanguan,24 h,Seasonal Naive,80.52,87.53445036098644,1.3238500325674494,69.2384893765898
2016-10-16,Nongzhanguan,24 h,Prophet (Pers.),73.82415122335249,77.01942456875203,1.2137618604234912,70.1972109052919
2016-10-16,Nongzhanguan,24 h,Prophet (PP),58.96793893868396,64.44155749340078,0.9695070527125202,55.97310532595402
2016-10-16,Nongzhanguan,24 h,Chronos-2,84.76454284667969,88.72312658694736,1.4065906148914833,79.95819980963869
2016-10-16,Nongzhanguan,24 h,TFT,53.009034423828126,57.448797626253956,0.8715351707445842,50.55175811412037
2016-10-16,Nongzhanguan,48 h,Seasonal Naive,63.204081632653065,72.4471658295526,1.0391545644285085,72.00249640344387
2016-10-16,Nongzhanguan,48 h,Prophet (Pers.),93.15300886285974,99.4475007061666,1.531552580934585,157.51055658427416
2016-10-16,Nongzhanguan,48 h,Prophet (PP),44.230616472854365,51.85342825349724,0.7272069430957107,57.17278889817641
2016-10-16,Nongzhanguan,48 h,Chronos-2,53.48432050432478,65.516787957525,0.8875237303091078,60.11263155177614
2016-10-16,Nongzhanguan,48 h,TFT,33.65288185586735,42.41177407231612,0.5532956872935733,36.94553213874904
2016-10-16,Nongzhanguan,72 h,Seasonal Naive,63.041666666666664,72.08839095937093,1.0364842581939016,66.97952381355871
2016-10-16,Nongzhanguan,72 h,Prophet (Pers.),88.38164639526687,95.93628411728237,1.453105383243155,140.34695459467807
2016-10-16,Nongzhanguan,72 h,Prophet (PP),50.0781727992518,57.26686336949216,0.8233481208545438,63.13929117291816
2016-10-16,Nongzhanguan,72 h,Chronos-2,51.332665337456596,62.7480207582018,0.8518189667067863,62.03172687744085
2016-10-16,Nongzhanguan,72 h,TFT,39.99445152282715,47.12512521123119,0.657559065462146,42.38902624530303
2016-10-16,Shunyi,8 h,Seasonal Naive,84.0,91.14335472820336,1.4554330887493685,68.89541881973463
2016-10-16,Shunyi,8 h,Prophet (Pers.),51.578010907420484,52.354140402623486,0.8936707586492335,43.177266411080936
2016-10-16,Shunyi,8 h,Prophet (PP),58.48702780386897,59.778253745398985,1.0133804229566097,49.14375374319879
2016-10-16,Shunyi,8 h,Chronos-2,28.785322401258682,34.60272183545757,0.5028563479388141,25.480259076602202
2016-10-16,Shunyi,8 h,TFT,19.27565680609809,22.573946526657945,0.3339812943210968,16.928178092379323
2016-10-16,Shunyi,24 h,Seasonal Naive,85.12,89.25379543750506,1.4748388632660268,70.72033256646853
2016-10-16,Shunyi,24 h,Prophet (Pers.),55.862266149028656,57.81531302121036,0.9679022686407152,47.85876754478297
2016-10-16,Shunyi,24 h,Prophet (PP),51.01465667735835,53.01706394676226,0.8839097540406698,42.90862514889472
2016-10-16,Shunyi,24 h,Chronos-2,44.89464782714844,50.261931997826416,0.784273260297822,39.10344320648137
2016-10-16,Shunyi,24 h,TFT,34.815641479492186,40.73076391522378,0.6032361501819994,30.505608871808835
2016-10-16,Shunyi,48 h,Seasonal Naive,60.775510204081634,69.1871168849891,1.0530320063886345,75.40827213872106
2016-10-16,Shunyi,48 h,Prophet (Pers.),85.38057578482102,92.34203331100588,1.4793537515916857,161.69060230801185
2016-10-16,Shunyi,48 h,Prophet (PP),41.64663014843243,47.9319396137346,0.7215938518206617,55.691281881162006
2016-10-16,Shunyi,48 h,Chronos-2,39.052842743542726,47.98817287672548,0.6822216407688388,53.62976996126429
2016-10-16,Shunyi,48 h,TFT,25.10076149142518,31.84820811935716,0.4349104622312638,28.681607338684717
2016-10-16,Shunyi,72 h,Seasonal Naive,55.84722222222222,63.73502002649546,0.9676416087733484,68.93877759237138
2016-10-16,Shunyi,72 h,Prophet (Pers.),86.97162043742976,94.21450196845906,1.5069211210331679,157.5217135557267
2016-10-16,Shunyi,72 h,Prophet (PP),56.11995692007716,64.6943497827592,0.9723671695317785,78.74566470118955
2016-10-16,Shunyi,72 h,Chronos-2,59.683464686075844,71.3152913620249,1.0426219538560022,85.67723753780999
2016-10-16,Shunyi,72 h,TFT,36.174434926774765,43.076747558207884,0.626779399514748,46.610119212954146
2016-10-16,Tiantan,8 h,Seasonal Naive,81.44444444444444,86.33204632245331,1.418344957538846,65.13715838081339
2016-10-16,Tiantan,8 h,Prophet (Pers.),32.299788290266434,34.298471921423676,0.5624968303678649,27.627063594641083
2016-10-16,Tiantan,8 h,Prophet (PP),33.552200596093144,37.86477626278525,0.584307436245846,29.26784860141528
2016-10-16,Tiantan,8 h,Chronos-2,75.23105027940538,78.40288602374129,1.3234249360370975,64.16491390595839
2016-10-16,Tiantan,8 h,TFT,38.687784830729164,41.44518295520865,0.6737430024517231,33.211543258697084
