Fold,Station,Horizont,Modell,MAE,RMSE,MASE,MAPE %
2016-09-01,Nongzhanguan,24 h,Chronos-2,7.896939392089844,9.782167340579315,0.12998010586858705,134.25650043521952
2016-09-01,Nongzhanguan,24 h,TFT,3.2791440963745115,4.0730232878842365,0.05391325159933876,39.99552359470901
2016-09-01,Nongzhanguan,48 h,Seasonal Naive,20.46938775510204,27.201815665690482,0.3365424695259263,239.3369269470236
2016-09-01,Nongzhanguan,48 h,Prophet (Pers.),6.901095260990872,8.470526346470114,0.11346268238964032,61.04926343319468
2016-09-01,Nongzhanguan,48 h,Prophet (PP),12.64133081920833,15.295564852431982,0.20783937179216158,171.1121565219189
2016-09-01,Nongzhanguan,48 h,Chronos-2,16.502946736861247,19.78192924234189,0.271631154488728,208.48937380302388
2016-09-01,Nongzhanguan,48 h,TFT,4.450774757229552,5.440386707857678,0.07317633267894591,52.1676292158905
2016-09-01,Nongzhanguan,72 h,Seasonal Naive,17.666666666666668,23.80884522842532,0.29046221115281845,181.51035856321687
2016-09-01,Nongzhanguan,72 h,Prophet (Pers.),10.362644118094892,13.6713579442111,0.1703748975810334,67.04892294236014
2016-09-01,Nongzhanguan,72 h,Prophet (PP),14.528735126030021,17.200013780550677,0.23887067150718694,164.55115744484476
2016-09-01,Nongzhanguan,72 h,Chronos-2,20.52672619289822,23.882013682232042,0.33786077253688196,214.47271477064388
2016-09-01,Nongzhanguan,72 h,TFT,6.634717067082723,8.478174192154167,0.10908308998178434,63.52254961317379
2016-09-01,Shunyi,8 h,Seasonal Naive,5.0,5.9907335852038095,0.08663292194936717,85.37037037037037
2016-09-01,Shunyi,8 h,Prophet (Pers.),4.172861542779418,4.670232469969143,0.07230143766822504,61.35897538858104
2016-09-01,Shunyi,8 h,Prophet (PP),3.8968116636191303,4.428604590579368,0.06751843614113995,60.25324723785685
2016-09-01,Shunyi,8 h,Chronos-2,1.6282163196139865,1.9927533435398779,0.02824625367450634,33.689919636573315
2016-09-01,Shunyi,8 h,TFT,1.9988461070590549,2.516940471899449,0.0346331757563287,43.106393902390096
2016-09-01,Shunyi,24 h,Seasonal Naive,8.8,11.092339699089639,0.15247394263088623,173.74285714285713
2016-09-01,Shunyi,24 h,Prophet (Pers.),3.4931416473688097,4.009136535506613,0.060524213538917196,55.86634021994574
2016-09-01,Shunyi,24 h,Prophet (PP),6.614036163820271,7.827595839469537,0.11459865575010668,131.45541911488806
2016-09-01,Shunyi,24 h,Chronos-2,6.945034866333008,9.478668999981213,0.1204822812851066,141.06462686478147
2016-09-01,Shunyi,24 h,TFT,3.183863277435303,3.9874721946683853,0.05516547576230179,67.49540489287604
2016-09-01,Shunyi,48 h,Seasonal Naive,16.714285714285715,20.466498259849146,0.28960148194502744,280.957007844763
2016-09-01,Shunyi,48 h,Prophet (Pers.),4.468138800367415,5.095092927752859,0.07741758399023387,60.974586870569084
2016-09-01,Shunyi,48 h,Prophet (PP),11.466505586385658,13.528416856746537,0.19867537669946628,182.66769992006354
2016-09-01,Shunyi,48 h,Chronos-2,14.73028903104821,17.69891368905259,0.255540664749281,234.89432046360827
2016-09-01,Shunyi,48 h,TFT,5.295641344420764,6.228569881082512,0.09175537665260917,93.30111750749155
2016-09-01,Shunyi,72 h,Seasonal Naive,14.868055555555555,18.37882613226427,0.2576126192966599,219.42223116860862
2016-09-01,Shunyi,72 h,Prophet (Pers.),7.792258298896517,11.88162532525161,0.13501322100352212,66.93929734160668
2016-09-01,Shunyi,72 h,Prophet (PP),14.29243170138208,16.469554319188703,0.24763902401049898,186.85713127369306
2016-09-01,Shunyi,72 h,Chronos-2,19.698611974716187,23.15418159059001,0.34173099984983224,252.6944249419754
2016-09-01,Shunyi,72 h,TFT,8.308281666702694,10.551096508549199,0.14395414343296253,109.40314551243048
2016-09-01,Tiantan,8 h,Seasonal Naive,7.777777777777778,9.683892697555967,0.13544904096551053,106.58435004840234
2016-09-01,Tiantan,8 h,Prophet (Pers.),12.135162881963868,15.18403362023817,0.21133236527000573,63.061677336777336
2016-09-01,Tiantan,8 h,Prophet (PP),12.585459653113457,15.149241998599223,0.21917422801598715,83.5100328705642
2016-09-01,Tiantan,8 h,Chronos-2,11.541474448310005,14.246906930348802,0.2012194185172652,69.77707908187385
2016-09-01,Tiantan,8 h,TFT,11.156877623664009,13.873803387136139,0.1942956481236241,68.48722229953616
2016-09-01,Tiantan,24 h,Seasonal Naive,9.0,13.101144988129853,0.15673389026009077,152.611780158839
2016-09-01,Tiantan,24 h,Prophet (Pers.),7.989633733251352,11.597573520939083,0.13913848630730408,54.704513503830995
2016-09-01,Tiantan,24 h,Prophet (PP),12.095924630763864,14.802196952710293,0.21064903596360804,168.16147540633588
2016-09-01,Tiantan,24 h,Chronos-2,10.741110115051269,13.451514871834044,0.18726549551881644,146.74784742260607
2016-09-01,Tiantan,24 h,TFT,7.299431972503662,10.140295420987268,0.12711870774882075,69.53773987576378
2016-09-01,Tiantan,48 h,Seasonal Naive,25.26530612244898,34.292856398964496,0.4399921907981686,294.5928799599261
2016-09-01,Tiantan,48 h,Prophet (Pers.),9.357068369140414,12.11142394507871,0.1629521918805578,61.39301049087757
2016-09-01,Tiantan,48 h,Prophet (PP),13.800345050653316,17.268206313738368,0.24033130741338707,183.7903995722783
2016-09-01,Tiantan,48 h,Chronos-2,17.224323759273606,20.5342167500821,0.3002968491345272,212.92120648824948
2016-09-01,Tiantan,48 h,TFT,7.584531034742083,9.77407295876725,0.13208367276372426,83.42553548901535
2016-09-01,Tiantan,72 h,Seasonal Naive,20.47222222222222,29.173808649388086,0.3565212256842188,218.30666590977864
2016-09-01,Tiantan,72 h,Prophet (Pers.),11.753446603791675,15.218674690337156,0.20468482335294674,66.99150561954919
2016-09-01,Tiantan,72 h,Prophet (PP),15.554088347496954,18.635039014333984,0.2708725306835938,169.33860345542112
2016-09-01,Tiantan,72 h,Chronos-2,21.216664062605965,24.706355722060373,0.3699011616474064,211.8833540110784
2016-09-01,Tiantan,72 h,TFT,11.246373805734846,14.077511623330153,0.19585421309911163,96.94431181328338
2016-09-01,Wanliu,8 h,Seasonal Naive,7.555555555555555,8.537498983243799,0.13041668236577358,176.42857142857144
2016-09-01,Wanliu,8 h,Prophet (Pers.),2.657857240611303,3.3418904179242177,0.04587735752502032,37.641680406535905
2016-09-01,Wanliu,8 h,Prophet (PP),2.143388015039533,2.4203491585451107,0.03699708802200222,38.924302169182035
2016-09-01,Wanliu,8 h,Chronos-2,2.3431375291612415,2.8369472803285616,0.04049424281772201,35.73410966619192
2016-09-01,Wanliu,8 h,TFT,2.6034407085842557,3.1257438526361065,0.0449380720521473,63.868465101908136
2016-09-01,Wanliu,24 h,Seasonal Naive,7.08,8.219489035213806,0.12220810294628079,137.29322638146166
2016-09-01,Wanliu,24 h,Prophet (Pers.),3.9202979316225672,5.222443890321209,0.06766838604630258,42.126619660515246
2016-09-01,Wanliu,24 h,Prophet (PP),5.219702203785476,6.98545457962666,0.09009744410581132,87.6613600554864
2016-09-01,Wanliu,24 h,Chronos-2,6.192714157104493,8.267620095322227,0.1070228561736623,91.34535942396175
2016-09-01,Wanliu,24 h,TFT,2.6316096496582033,3.2554781062585945,0.04542429703105305,46.36299376575158
2016-09-01,Wanliu,48 h,Seasonal Naive,20.448979591836736,28.257561747581253,0.3529704806646297,273.9259175198551
2016-09-01,Wanliu,48 h,Prophet (Pers.),6.226109183698902,8.106027981440665,0.1074690666774378,50.46797516861559
2016-09-01,Wanliu,48 h,Prophet (PP),7.7613748543959495,9.966322392565807,0.13396933576422249,114.99703806813615
2016-09-01,Wanliu,48 h,Chronos-2,11.68837512269312,14.337607602466775,0.2019991974318234,156.50825654357232
2016-09-01,Wanliu,48 h,TFT,4.919449592123226,6.697279965318274,0.08491477432107829,77.9426211068819
2016-09-01,Wanliu,72 h,Seasonal Naive,16.375,23.928423358935383,0.2826493906419983,202.3494826402505
2016-09-01,Wanliu,72 h,Prophet (Pers.),8.904352386321753,11.660216734664305,0.15369830693468498,57.23136524445498
2016-09-01,Wanliu,72 h,Prophet (PP),8.948527875115966,11.198878518253018,0.15446082143782983,107.0070314022517
2016-09-01,Wanliu,72 h,Chronos-2,12.751864009433323,15.295844683606415,0.22037847593239968,144.2368363512263
2016-09-01,Wanliu,72 h,TFT,6.714820835325453,8.786871483968655,0.11590473388549209,79.45504537007369
2016-09-01,Wanshouxigong,8 h,Seasonal Naive,5.0,6.757711644237764,0.08279859645162449,88.84447796212503
2016-09-01,Wanshouxigong,8 h,Prophet (Pers.),7.102666924422778,8.09862789759813,0.11761817048111647,62.38576993962241
2016-09-01,Wanshouxigong,8 h,Prophet (PP),6.2697867456064635,7.748022302495971,0.10382590851744271,53.38241902129561
2016-09-01,Wanshouxigong,8 h,Chronos-2,5.077097627851698,6.05781703380351,0.08417433242121743,47.723108533241046
2016-09-01,Wanshouxigong,8 h,TFT,4.814124372270372,5.5011814073595104,0.07972054823350892,51.5635050072595
2016-09-01,Wanshouxigong,24 h,Seasonal Naive,6.88,8.361817984146748,0.11393086871743528,106.35894940972341
2016-09-01,Wanshouxigong,24 h,Prophet (Pers.),6.268710535293945,8.471430556100108,0.10380808677677004,52.619529670345464
2016-09-01,Wanshouxigong,24 h,Prophet (PP),9.207616861209768,10.96999644310854,0.1524755505544962,122.00750335461072
2016-09-01,Wanshouxigong,24 h,Chronos-2,7.799546146392823,9.216932396975276,0.12931041279560596,103.69059093231094
2016-09-01,Wanshouxigong,24 h,TFT,3.6888301467895506,4.9273137036903645,0.06108599174052294,39.22652401889236
2016-09-01,Wanshouxigong,48 h,Seasonal Naive,23.755102040816325,33.141625592882065,0.3933778215089424,218.8942944429132
2016-09-01,Wanshouxigong,48 h,Prophet (Pers.),8.300564286739958,10.108701546760397,0.1374550145397096,61.174534715631346
2016-09-01,Wanshouxigong,48 h,Prophet (PP),13.90691795604579,16.734693119928906,0.23029465754569717,139.8962640679353
2016-09-01,Wanshouxigong,48 h,Chronos-2,14.74644085825706,17.607677319304425,0.24448452754255567,146.42021491966287
2016-09-01,Wanshouxigong,48 h,TFT,4.894330433436802,5.9994144646529115,0.08104873809180763,45.768332106180026
2016-09-01,Wanshouxigong,72 h,Seasonal Naive,19.680555555555557,28.26388547638527,0.3259044754776442,166.81794657471005
2016-09-01,Wanshouxigong,72 h,Prophet (Pers.),11.708718179635222,14.899835247569788,0.19389308630428317,66.83167023284628
2016-09-01,Wanshouxigong,72 h,Prophet (PP),16.57746569419772,19.32545144148324,0.2745181784409052,142.79167462155965
2016-09-01,Wanshouxigong,72 h,Chronos-2,18.54433931907018,21.5436957052845,0.30745073205057966,156.28475732950372
